company,filing_type,older_year,newer_year,older_file,newer_file,top_increase,top_decrease,regulation,financial,market,operations,technology
AAPL,10-Q,2024,2024,AAPL_10-Q_2024-02-02_0000320193-24-000006.html,AAPL_10-Q_2024-05-03_0000320193-24-000069.html,regulation,regulation,0,0,0,0,0
AAPL,10-Q,2024,2024,AAPL_10-Q_2024-05-03_0000320193-24-000069.html,AAPL_10-Q_2024-08-02_0000320193-24-000081.html,regulation,regulation,0,0,0,0,0
AAPL,10-Q,2024,2025,AAPL_10-Q_2024-08-02_0000320193-24-000081.html,AAPL_10-Q_2025-01-31_0000320193-25-000008.html,financial,regulation,0,1,0,0,0
AAPL,10-Q,2025,2025,AAPL_10-Q_2025-01-31_0000320193-25-000008.html,AAPL_10-Q_2025-05-02_0000320193-25-000057.html,operations,regulation,0,2,0,3,0
AAPL,10-Q,2025,2025,AAPL_10-Q_2025-05-02_0000320193-25-000057.html,AAPL_10-Q_2025-08-01_0000320193-25-000073.html,financial,regulation,0,2,0,0,0
AAPL,10-Q,2025,2026,AAPL_10-Q_2025-08-01_0000320193-25-000073.html,AAPL_10-Q_2026-01-30_0000320193-26-000006.html,regulation,financial,0,-3,0,0,0
ABBV,10-Q,2014,2014,ABBV_10-Q_2014-05-09_0001104659-14-036968.html,ABBV_10-Q_2014-08-07_0001104659-14-058340.html,regulation,financial,0,-1,-1,0,0
ABBV,10-Q,2014,2014,ABBV_10-Q_2014-08-07_0001104659-14-058340.html,ABBV_10-Q_2014-11-07_0001104659-14-078391.html,financial,regulation,0,1,1,0,0
ABBV,10-Q,2014,2015,ABBV_10-Q_2014-11-07_0001104659-14-078391.html,ABBV_10-Q_2015-05-08_0001104659-15-036257.html,operations,regulation,0,1,0,4,0
ABBV,10-Q,2015,2015,ABBV_10-Q_2015-05-08_0001104659-15-036257.html,ABBV_10-Q_2015-08-07_0001104659-15-057641.html,technology,financial,-4,-8,-4,-4,-2
ABBV,10-Q,2015,2015,ABBV_10-Q_2015-08-07_0001104659-15-057641.html,ABBV_10-Q_2015-11-06_0001104659-15-076607.html,financial,technology,4,9,4,4,2
ABBV,10-Q,2015,2016,ABBV_10-Q_2015-11-06_0001104659-15-076607.html,ABBV_10-Q_2016-05-06_0001104659-16-118639.html,market,operations,1,-1,5,-2,-1
ABBV,10-Q,2016,2016,ABBV_10-Q_2016-05-06_0001104659-16-118639.html,ABBV_10-Q_2016-08-05_0001104659-16-137453.html,regulation,operations,0,0,0,-1,0
ABBV,10-Q,2016,2016,ABBV_10-Q_2016-08-05_0001104659-16-137453.html,ABBV_10-Q_2016-11-07_0001551152-16-000005.html,operations,financial,-1,-3,-2,0,0
ABBV,10-Q,2016,2017,ABBV_10-Q_2016-11-07_0001551152-16-000005.html,ABBV_10-Q_2017-05-05_0001551152-17-000016.html,regulation,regulation,-1,-1,-1,-1,-1
ABBV,10-Q,2017,2017,ABBV_10-Q_2017-05-05_0001551152-17-000016.html,ABBV_10-Q_2017-08-07_0001551152-17-000025.html,regulation,financial,0,-2,-2,0,0
ABBV,10-Q,2017,2017,ABBV_10-Q_2017-08-07_0001551152-17-000025.html,ABBV_10-Q_2017-11-07_0001551152-17-000035.html,market,regulation,0,0,1,0,0
ABBV,10-Q,2017,2018,ABBV_10-Q_2017-11-07_0001551152-17-000035.html,ABBV_10-Q_2018-05-04_0001551152-18-000025.html,market,regulation,0,0,1,0,0
ABBV,10-Q,2018,2018,ABBV_10-Q_2018-05-04_0001551152-18-000025.html,ABBV_10-Q_2018-08-07_0001551152-18-000032.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2018,2018,ABBV_10-Q_2018-08-07_0001551152-18-000032.html,ABBV_10-Q_2018-11-07_0001551152-18-000042.html,regulation,market,0,0,-1,0,0
ABBV,10-Q,2018,2019,ABBV_10-Q_2018-11-07_0001551152-18-000042.html,ABBV_10-Q_2019-05-03_0001551152-19-000016.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2019,2019,ABBV_10-Q_2019-05-03_0001551152-19-000016.html,ABBV_10-Q_2019-08-05_0001551152-19-000023.html,regulation,market,0,-1,-2,0,0
ABBV,10-Q,2019,2019,ABBV_10-Q_2019-08-05_0001551152-19-000023.html,ABBV_10-Q_2019-11-06_0001551152-19-000030.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2019,2020,ABBV_10-Q_2019-11-06_0001551152-19-000030.html,ABBV_10-Q_2020-05-08_0001551152-20-000015.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2020,2020,ABBV_10-Q_2020-05-08_0001551152-20-000015.html,ABBV_10-Q_2020-08-04_0001551152-20-000023.html,operations,regulation,0,0,0,1,0
ABBV,10-Q,2020,2020,ABBV_10-Q_2020-08-04_0001551152-20-000023.html,ABBV_10-Q_2020-11-04_0001551152-20-000032.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2020,2021,ABBV_10-Q_2020-11-04_0001551152-20-000032.html,ABBV_10-Q_2021-05-07_0001551152-21-000016.html,market,operations,0,1,2,-1,0
ABBV,10-Q,2021,2021,ABBV_10-Q_2021-05-07_0001551152-21-000016.html,ABBV_10-Q_2021-08-02_0001551152-21-000025.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2021,2021,ABBV_10-Q_2021-08-02_0001551152-21-000025.html,ABBV_10-Q_2021-11-02_0001551152-21-000031.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2021,2022,ABBV_10-Q_2021-11-02_0001551152-21-000031.html,ABBV_10-Q_2022-05-06_0001551152-22-000017.html,operations,regulation,0,0,0,1,0
ABBV,10-Q,2022,2022,ABBV_10-Q_2022-05-06_0001551152-22-000017.html,ABBV_10-Q_2022-08-04_0001551152-22-000030.html,regulation,operations,0,0,0,-1,0
ABBV,10-Q,2022,2022,ABBV_10-Q_2022-08-04_0001551152-22-000030.html,ABBV_10-Q_2022-11-04_0001551152-22-000045.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2022,2023,ABBV_10-Q_2022-11-04_0001551152-22-000045.html,ABBV_10-Q_2023-05-05_0001551152-23-000023.html,market,regulation,0,0,1,0,0
ABBV,10-Q,2023,2023,ABBV_10-Q_2023-05-05_0001551152-23-000023.html,ABBV_10-Q_2023-08-07_0001551152-23-000033.html,regulation,financial,1,0,0,0,0
ABBV,10-Q,2023,2023,ABBV_10-Q_2023-08-07_0001551152-23-000033.html,ABBV_10-Q_2023-11-06_0001551152-23-000045.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2023,2024,ABBV_10-Q_2023-11-06_0001551152-23-000045.html,ABBV_10-Q_2024-05-03_0001551152-24-000020.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2024,2024,ABBV_10-Q_2024-05-03_0001551152-24-000020.html,ABBV_10-Q_2024-08-07_0001551152-24-000031.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2024,2024,ABBV_10-Q_2024-08-07_0001551152-24-000031.html,ABBV_10-Q_2024-11-04_0001551152-24-000040.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2024,2025,ABBV_10-Q_2024-11-04_0001551152-24-000040.html,ABBV_10-Q_2025-05-09_0001551152-25-000029.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2025,2025,ABBV_10-Q_2025-05-09_0001551152-25-000029.html,ABBV_10-Q_2025-08-04_0001551152-25-000040.html,regulation,regulation,0,0,0,0,0
ABBV,10-Q,2025,2025,ABBV_10-Q_2025-08-04_0001551152-25-000040.html,ABBV_10-Q_2025-11-04_0001551152-25-000049.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2014,2014,ABT_10-Q_2014-05-07_0001104659-14-035832.html,ABT_10-Q_2014-08-05_0001104659-14-056950.html,regulation,financial,1,0,0,0,0
ABT,10-Q,2014,2014,ABT_10-Q_2014-08-05_0001104659-14-056950.html,ABT_10-Q_2014-11-06_0001104659-14-077769.html,regulation,financial,0,-1,0,-1,0
ABT,10-Q,2014,2015,ABT_10-Q_2014-11-06_0001104659-14-077769.html,ABT_10-Q_2015-05-06_0001104659-15-034919.html,financial,regulation,-1,0,-1,0,0
ABT,10-Q,2015,2015,ABT_10-Q_2015-05-06_0001104659-15-034919.html,ABT_10-Q_2015-08-04_0001104659-15-055905.html,market,regulation,0,0,9,0,0
ABT,10-Q,2015,2015,ABT_10-Q_2015-08-04_0001104659-15-055905.html,ABT_10-Q_2015-11-05_0001104659-15-076189.html,financial,market,0,1,-3,1,0
ABT,10-Q,2015,2016,ABT_10-Q_2015-11-05_0001104659-15-076189.html,ABT_10-Q_2016-05-04_0001104659-16-117710.html,market,financial,0,-1,2,-1,0
ABT,10-Q,2016,2016,ABT_10-Q_2016-05-04_0001104659-16-117710.html,ABT_10-Q_2016-08-03_0001104659-16-136572.html,operations,market,-2,-1,-8,0,0
ABT,10-Q,2016,2016,ABT_10-Q_2016-08-03_0001104659-16-136572.html,ABT_10-Q_2016-11-03_0001104659-16-154583.html,operations,regulation,0,0,0,1,0
ABT,10-Q,2016,2017,ABT_10-Q_2016-11-03_0001104659-16-154583.html,ABT_10-Q_2017-05-03_0001104659-17-029430.html,market,operations,3,2,6,0,0
ABT,10-Q,2017,2017,ABT_10-Q_2017-05-03_0001104659-17-029430.html,ABT_10-Q_2017-08-02_0001104659-17-048855.html,market,regulation,-1,-1,1,-1,0
ABT,10-Q,2017,2017,ABT_10-Q_2017-08-02_0001104659-17-048855.html,ABT_10-Q_2017-11-02_0001104659-17-065654.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2017,2018,ABT_10-Q_2017-11-02_0001104659-17-065654.html,ABT_10-Q_2018-05-02_0001104659-18-029831.html,regulation,market,0,0,-7,0,0
ABT,10-Q,2018,2018,ABT_10-Q_2018-05-02_0001104659-18-029831.html,ABT_10-Q_2018-08-01_0001104659-18-048736.html,regulation,technology,1,1,1,1,0
ABT,10-Q,2018,2018,ABT_10-Q_2018-08-01_0001104659-18-048736.html,ABT_10-Q_2018-10-31_0001104659-18-065076.html,market,regulation,-1,-1,0,-1,0
ABT,10-Q,2018,2019,ABT_10-Q_2018-10-31_0001104659-18-065076.html,ABT_10-Q_2019-05-01_0001104659-19-026018.html,regulation,market,0,0,-1,0,0
ABT,10-Q,2019,2019,ABT_10-Q_2019-05-01_0001104659-19-026018.html,ABT_10-Q_2019-07-31_0001410578-19-000606.html,market,regulation,0,0,1,0,0
ABT,10-Q,2019,2019,ABT_10-Q_2019-07-31_0001410578-19-000606.html,ABT_10-Q_2019-10-31_0001104659-19-058323.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2019,2020,ABT_10-Q_2019-10-31_0001104659-19-058323.html,ABT_10-Q_2020-04-29_0001104659-20-053384.html,operations,regulation,-2,-1,-1,2,0
ABT,10-Q,2020,2020,ABT_10-Q_2020-04-29_0001104659-20-053384.html,ABT_10-Q_2020-07-29_0001104659-20-087850.html,regulation,operations,0,0,0,-2,0
ABT,10-Q,2020,2020,ABT_10-Q_2020-07-29_0001104659-20-087850.html,ABT_10-Q_2020-11-04_0001104659-20-121336.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2020,2021,ABT_10-Q_2020-11-04_0001104659-20-121336.html,ABT_10-Q_2021-05-05_0001104659-21-061693.html,regulation,market,2,1,0,0,0
ABT,10-Q,2021,2021,ABT_10-Q_2021-05-05_0001104659-21-061693.html,ABT_10-Q_2021-08-04_0001104659-21-100055.html,operations,regulation,-2,-1,0,1,0
ABT,10-Q,2021,2021,ABT_10-Q_2021-08-04_0001104659-21-100055.html,ABT_10-Q_2021-11-03_0001104659-21-133629.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2021,2022,ABT_10-Q_2021-11-03_0001104659-21-133629.html,ABT_10-Q_2022-05-03_0001104659-22-055285.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2022,2022,ABT_10-Q_2022-05-03_0001104659-22-055285.html,ABT_10-Q_2022-08-02_0001628280-22-020209.html,regulation,operations,2,1,0,-1,0
ABT,10-Q,2022,2022,ABT_10-Q_2022-08-02_0001628280-22-020209.html,ABT_10-Q_2022-11-01_0001628280-22-027550.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2022,2023,ABT_10-Q_2022-11-01_0001628280-22-027550.html,ABT_10-Q_2023-05-04_0001628280-23-015699.html,operations,regulation,-2,-1,0,1,0
ABT,10-Q,2023,2023,ABT_10-Q_2023-05-04_0001628280-23-015699.html,ABT_10-Q_2023-08-03_0001628280-23-027203.html,regulation,operations,2,1,0,-1,0
ABT,10-Q,2023,2023,ABT_10-Q_2023-08-03_0001628280-23-027203.html,ABT_10-Q_2023-11-01_0001628280-23-035957.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2023,2024,ABT_10-Q_2023-11-01_0001628280-23-035957.html,ABT_10-Q_2024-05-02_0001628280-24-020011.html,operations,regulation,-2,-1,0,1,0
ABT,10-Q,2024,2024,ABT_10-Q_2024-05-02_0001628280-24-020011.html,ABT_10-Q_2024-07-31_0001628280-24-033740.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2024,2024,ABT_10-Q_2024-07-31_0001628280-24-033740.html,ABT_10-Q_2024-10-31_0001628280-24-044602.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2024,2025,ABT_10-Q_2024-10-31_0001628280-24-044602.html,ABT_10-Q_2025-04-30_0001628280-25-021090.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2025,2025,ABT_10-Q_2025-04-30_0001628280-25-021090.html,ABT_10-Q_2025-07-30_0001628280-25-036720.html,regulation,regulation,0,0,0,0,0
ABT,10-Q,2025,2025,ABT_10-Q_2025-07-30_0001628280-25-036720.html,ABT_10-Q_2025-10-29_0001628280-25-047131.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2014,2014,ACN_10-Q_2014-03-27_0001467373-14-000163.html,ACN_10-Q_2014-06-26_0001467373-14-000303.html,financial,market,0,5,-15,0,-1
ACN,10-Q,2014,2014,ACN_10-Q_2014-06-26_0001467373-14-000303.html,ACN_10-Q_2014-12-18_0001467373-14-000566.html,regulation,financial,0,-69,-14,-4,-6
ACN,10-Q,2014,2015,ACN_10-Q_2014-12-18_0001467373-14-000566.html,ACN_10-Q_2015-03-26_0001467373-15-000156.html,financial,regulation,-1,62,20,2,4
ACN,10-Q,2015,2015,ACN_10-Q_2015-03-26_0001467373-15-000156.html,ACN_10-Q_2015-06-25_0001467373-15-000294.html,technology,financial,1,-16,-1,0,2
ACN,10-Q,2015,2015,ACN_10-Q_2015-06-25_0001467373-15-000294.html,ACN_10-Q_2015-12-17_0001467373-15-000591.html,regulation,financial,0,-50,-30,-1,-8
ACN,10-Q,2015,2016,ACN_10-Q_2015-12-17_0001467373-15-000591.html,ACN_10-Q_2016-03-24_0001467373-16-000774.html,financial,regulation,0,54,18,1,6
ACN,10-Q,2016,2016,ACN_10-Q_2016-03-24_0001467373-16-000774.html,ACN_10-Q_2016-06-23_0001467373-16-000915.html,technology,financial,0,-6,-1,0,2
ACN,10-Q,2016,2016,ACN_10-Q_2016-06-23_0001467373-16-000915.html,ACN_10-Q_2016-12-21_0001467373-16-001180.html,regulation,financial,0,-65,-17,0,-6
ACN,10-Q,2016,2017,ACN_10-Q_2016-12-21_0001467373-16-001180.html,ACN_10-Q_2017-03-23_0001467373-17-000154.html,financial,regulation,0,28,17,2,13
ACN,10-Q,2017,2017,ACN_10-Q_2017-03-23_0001467373-17-000154.html,ACN_10-Q_2017-06-22_0001467373-17-000277.html,financial,market,0,3,-3,0,0
ACN,10-Q,2017,2017,ACN_10-Q_2017-06-22_0001467373-17-000277.html,ACN_10-Q_2017-12-21_0001467373-17-000506.html,regulation,financial,0,-39,-21,-4,-12
ACN,10-Q,2017,2018,ACN_10-Q_2017-12-21_0001467373-17-000506.html,ACN_10-Q_2018-03-22_0001467373-18-000142.html,financial,regulation,0,36,10,1,5
ACN,10-Q,2018,2018,ACN_10-Q_2018-03-22_0001467373-18-000142.html,ACN_10-Q_2018-06-28_0001467373-18-000228.html,financial,market,0,4,-2,0,0
ACN,10-Q,2018,2018,ACN_10-Q_2018-06-28_0001467373-18-000228.html,ACN_10-Q_2018-12-20_0001467373-18-000424.html,regulation,financial,0,-41,-10,-1,-5
ACN,10-Q,2018,2019,ACN_10-Q_2018-12-20_0001467373-18-000424.html,ACN_10-Q_2019-03-28_0001467373-19-000130.html,financial,regulation,0,48,13,2,5
ACN,10-Q,2019,2019,ACN_10-Q_2019-03-28_0001467373-19-000130.html,ACN_10-Q_2019-06-27_0001467373-19-000217.html,financial,market,0,6,-1,-1,0
ACN,10-Q,2019,2019,ACN_10-Q_2019-06-27_0001467373-19-000217.html,ACN_10-Q_2019-12-19_0001467373-19-000395.html,regulation,financial,0,-50,-6,-1,-3
ACN,10-Q,2019,2020,ACN_10-Q_2019-12-19_0001467373-19-000395.html,ACN_10-Q_2020-03-19_0001467373-20-000158.html,operations,financial,-1,-90,-39,1,-9
ACN,10-Q,2020,2020,ACN_10-Q_2020-03-19_0001467373-20-000158.html,ACN_10-Q_2020-06-25_0001467373-20-000251.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2020,2020,ACN_10-Q_2020-06-25_0001467373-20-000251.html,ACN_10-Q_2020-12-17_0001467373-20-000431.html,operations,financial,0,-1,0,1,0
ACN,10-Q,2020,2021,ACN_10-Q_2020-12-17_0001467373-20-000431.html,ACN_10-Q_2021-03-18_0001467373-21-000106.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2021,2021,ACN_10-Q_2021-03-18_0001467373-21-000106.html,ACN_10-Q_2021-06-24_0001467373-21-000161.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2021,2021,ACN_10-Q_2021-06-24_0001467373-21-000161.html,ACN_10-Q_2021-12-16_0001467373-21-000297.html,financial,regulation,1,77,42,5,1
ACN,10-Q,2021,2022,ACN_10-Q_2021-12-16_0001467373-21-000297.html,ACN_10-Q_2022-03-17_0001467373-22-000144.html,technology,financial,-2,-77,-46,-9,-1
ACN,10-Q,2022,2022,ACN_10-Q_2022-03-17_0001467373-22-000144.html,ACN_10-Q_2022-06-23_0001467373-22-000201.html,operations,regulation,0,0,0,1,0
ACN,10-Q,2022,2022,ACN_10-Q_2022-06-23_0001467373-22-000201.html,ACN_10-Q_2022-12-16_0001467373-22-000370.html,financial,regulation,2,89,48,10,6
ACN,10-Q,2022,2023,ACN_10-Q_2022-12-16_0001467373-22-000370.html,ACN_10-Q_2023-03-23_0001467373-23-000124.html,financial,regulation,2,75,21,9,3
ACN,10-Q,2023,2023,ACN_10-Q_2023-03-23_0001467373-23-000124.html,ACN_10-Q_2023-06-22_0001467373-23-000221.html,market,financial,-1,-3,5,-1,1
ACN,10-Q,2023,2023,ACN_10-Q_2023-06-22_0001467373-23-000221.html,ACN_10-Q_2023-12-19_0001467373-23-000403.html,regulation,financial,3,-160,-63,-11,-10
ACN,10-Q,2023,2024,ACN_10-Q_2023-12-19_0001467373-23-000403.html,ACN_10-Q_2024-03-21_0001467373-24-000108.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2024,2024,ACN_10-Q_2024-03-21_0001467373-24-000108.html,ACN_10-Q_2024-06-20_0001467373-24-000196.html,regulation,market,0,0,-5,0,0
ACN,10-Q,2024,2024,ACN_10-Q_2024-06-20_0001467373-24-000196.html,ACN_10-Q_2024-12-19_0001467373-24-000352.html,financial,regulation,-4,101,61,7,9
ACN,10-Q,2024,2025,ACN_10-Q_2024-12-19_0001467373-24-000352.html,ACN_10-Q_2025-03-20_0001467373-25-000100.html,regulation,financial,6,-101,-63,-10,-9
ACN,10-Q,2025,2025,ACN_10-Q_2025-03-20_0001467373-25-000100.html,ACN_10-Q_2025-06-20_0001467373-25-000169.html,regulation,regulation,0,0,0,0,0
ACN,10-Q,2025,2025,ACN_10-Q_2025-06-20_0001467373-25-000169.html,ACN_10-Q_2025-12-18_0001467373-25-000222.html,financial,regulation,-6,104,39,8,6
ACN,10-Q,2025,2026,ACN_10-Q_2025-12-18_0001467373-25-000222.html,ACN_10-Q_2026-03-19_0001467373-26-000014.html,financial,regulation,0,21,4,2,0
ADBE,10-Q,2014,2014,ADBE_10-Q_2014-03-28_0000796343-14-000023.html,ADBE_10-Q_2014-06-25_0000796343-14-000046.html,financial,market,0,11,-4,0,-1
ADBE,10-Q,2014,2014,ADBE_10-Q_2014-06-25_0000796343-14-000046.html,ADBE_10-Q_2014-09-25_0000796343-14-000092.html,financial,market,0,9,-1,0,1
ADBE,10-Q,2014,2015,ADBE_10-Q_2014-09-25_0000796343-14-000092.html,ADBE_10-Q_2015-03-25_0000796343-15-000084.html,regulation,financial,0,-17,-5,0,-5
ADBE,10-Q,2015,2015,ADBE_10-Q_2015-03-25_0000796343-15-000084.html,ADBE_10-Q_2015-06-24_0000796343-15-000151.html,market,regulation,0,5,8,0,0
ADBE,10-Q,2015,2015,ADBE_10-Q_2015-06-24_0000796343-15-000151.html,ADBE_10-Q_2015-09-23_0000796343-15-000188.html,financial,market,0,19,-3,0,0
ADBE,10-Q,2015,2016,ADBE_10-Q_2015-09-23_0000796343-15-000188.html,ADBE_10-Q_2016-03-30_0000796343-16-000290.html,market,financial,0,-22,19,0,0
ADBE,10-Q,2016,2016,ADBE_10-Q_2016-03-30_0000796343-16-000290.html,ADBE_10-Q_2016-06-29_0000796343-16-000352.html,regulation,financial,0,-7,-2,-1,0
ADBE,10-Q,2016,2016,ADBE_10-Q_2016-06-29_0000796343-16-000352.html,ADBE_10-Q_2016-09-27_0000796343-16-000395.html,regulation,financial,1,-1,0,0,0
ADBE,10-Q,2016,2017,ADBE_10-Q_2016-09-27_0000796343-16-000395.html,ADBE_10-Q_2017-03-29_0000796343-17-000088.html,market,regulation,-1,0,2,1,0
ADBE,10-Q,2017,2017,ADBE_10-Q_2017-03-29_0000796343-17-000088.html,ADBE_10-Q_2017-06-28_0000796343-17-000130.html,regulation,market,0,-3,-9,-1,0
ADBE,10-Q,2017,2017,ADBE_10-Q_2017-06-28_0000796343-17-000130.html,ADBE_10-Q_2017-09-27_0000796343-17-000157.html,financial,market,0,1,-9,0,1
