company,filing_type,older_year,newer_year,older_file,newer_file,top_increase,top_decrease,regulation,financial,market,operations,technology
ABBV,10-K,2023,2024,ABBV_10-K_2023-02-17_0001551152-23-000011.html,ABBV_10-K_2024-02-20_0001551152-24-000011.html,regulation,regulation,0,0,0,0,0
ABBV,10-K,2024,2025,ABBV_10-K_2024-02-20_0001551152-24-000011.html,ABBV_10-K_2025-02-14_0001551152-25-000020.html,regulation,regulation,0,0,0,0,0
ABBV,10-K,2025,2026,ABBV_10-K_2025-02-14_0001551152-25-000020.html,ABBV_10-K_2026-02-20_0001551152-26-000008.html,regulation,regulation,0,0,0,0,0
ABT,10-K,2014,2015,ABT_10-K_2014-02-21_0001047469-14-001176.html,ABT_10-K_2015-02-27_0001047469-15-001377.html,financial,regulation,0,3,3,0,0
ABT,10-K,2015,2016,ABT_10-K_2015-02-27_0001047469-15-001377.html,ABT_10-K_2016-02-19_0001047469-16-010246.html,regulation,operations,3,1,1,0,0
ABT,10-K,2016,2017,ABT_10-K_2016-02-19_0001047469-16-010246.html,ABT_10-K_2017-02-17_0001047469-17-000744.html,financial,regulation,3,10,5,7,3
ABT,10-K,2017,2018,ABT_10-K_2017-02-17_0001047469-17-000744.html,ABT_10-K_2018-02-16_0001047469-18-000856.html,regulation,market,0,-5,-6,-3,0
ABT,10-K,2018,2019,ABT_10-K_2018-02-16_0001047469-18-000856.html,ABT_10-K_2019-02-22_0001047469-19-000624.html,regulation,market,3,3,0,0,1
ABT,10-K,2019,2020,ABT_10-K_2019-02-22_0001047469-19-000624.html,ABT_10-K_2020-02-21_0001104659-20-023904.html,regulation,financial,1,-1,0,0,0
ABT,10-K,2020,2021,ABT_10-K_2020-02-21_0001104659-20-023904.html,ABT_10-K_2021-02-19_0001104659-21-025751.html,regulation,financial,1,-11,-4,-1,1
ABT,10-K,2021,2022,ABT_10-K_2021-02-19_0001104659-21-025751.html,ABT_10-K_2022-02-18_0001104659-22-025141.html,technology,regulation,-43,-31,-20,-16,-7
ABT,10-K,2022,2023,ABT_10-K_2022-02-18_0001104659-22-025141.html,ABT_10-K_2023-02-17_0001628280-23-004026.html,regulation,technology,34,7,14,8,1
ABT,10-K,2023,2024,ABT_10-K_2023-02-17_0001628280-23-004026.html,ABT_10-K_2024-02-16_0001628280-24-005348.html,regulation,financial,1,0,0,0,0
ABT,10-K,2024,2025,ABT_10-K_2024-02-16_0001628280-24-005348.html,ABT_10-K_2025-02-21_0001628280-25-007110.html,technology,regulation,-35,-7,-14,-8,-1
ABT,10-K,2025,2026,ABT_10-K_2025-02-21_0001628280-25-007110.html,ABT_10-K_2026-02-20_0001628280-26-010185.html,regulation,regulation,0,0,0,0,0
ACN,10-K,2014,2015,ACN_10-K_2014-10-24_0001467373-14-000467.html,ACN_10-K_2015-10-30_0001467373-15-000457.html,regulation,market,-1,-1,-16,-14,-4
ACN,10-K,2015,2016,ACN_10-K_2015-10-30_0001467373-15-000457.html,ACN_10-K_2016-10-28_0001467373-16-001080.html,market,regulation,0,0,2,1,1
ACN,10-K,2016,2017,ACN_10-K_2016-10-28_0001467373-16-001080.html,ACN_10-K_2017-10-26_0001467373-17-000430.html,regulation,financial,0,-1,-1,0,-1
ACN,10-K,2017,2018,ACN_10-K_2017-10-26_0001467373-17-000430.html,ACN_10-K_2018-10-24_0001467373-18-000318.html,financial,regulation,-1,1,0,-1,-1
ACN,10-K,2018,2019,ACN_10-K_2018-10-24_0001467373-18-000318.html,ACN_10-K_2019-10-29_0001467373-19-000339.html,regulation,technology,0,-1,0,-1,-2
ACN,10-K,2019,2020,ACN_10-K_2019-10-29_0001467373-19-000339.html,ACN_10-K_2020-10-22_0001467373-20-000376.html,market,financial,2,-7,6,2,-5
ACN,10-K,2020,2021,ACN_10-K_2020-10-22_0001467373-20-000376.html,ACN_10-K_2021-10-15_0001467373-21-000229.html,financial,regulation,0,6,5,0,4
ACN,10-K,2021,2022,ACN_10-K_2021-10-15_0001467373-21-000229.html,ACN_10-K_2022-10-12_0001467373-22-000295.html,market,regulation,0,3,10,6,3
ACN,10-K,2022,2023,ACN_10-K_2022-10-12_0001467373-22-000295.html,ACN_10-K_2023-10-12_0001467373-23-000324.html,technology,market,0,0,-1,3,6
ACN,10-K,2023,2024,ACN_10-K_2023-10-12_0001467373-23-000324.html,ACN_10-K_2024-10-10_0001467373-24-000278.html,market,operations,0,0,1,-1,1
ACN,10-K,2024,2025,ACN_10-K_2024-10-10_0001467373-24-000278.html,ACN_10-K_2025-10-10_0001467373-25-000217.html,regulation,market,-3,-8,-28,-16,-28
ADBE,10-K,2014,2015,ADBE_10-K_2014-01-21_0000796343-14-000004.html,ADBE_10-K_2015-01-20_0000796343-15-000022.html,operations,market,0,-3,-5,2,1
ADBE,10-K,2015,2016,ADBE_10-K_2015-01-20_0000796343-15-000022.html,ADBE_10-K_2016-01-19_0000796343-16-000224.html,market,financial,0,-5,12,2,1
ADBE,10-K,2016,2017,ADBE_10-K_2016-01-19_0000796343-16-000224.html,ADBE_10-K_2017-01-20_0000796343-17-000031.html,technology,market,0,0,-8,0,3
ADBE,10-K,2017,2018,ADBE_10-K_2017-01-20_0000796343-17-000031.html,ADBE_10-K_2018-01-22_0000796343-18-000015.html,financial,market,-1,2,-52,-1,0
ADBE,10-K,2018,2019,ADBE_10-K_2018-01-22_0000796343-18-000015.html,ADBE_10-K_2019-01-25_0000796343-19-000019.html,market,regulation,0,3,25,0,2
ADBE,10-K,2019,2020,ADBE_10-K_2019-01-25_0000796343-19-000019.html,ADBE_10-K_2020-01-21_0000796343-20-000013.html,technology,market,1,2,-18,-1,7
ADBE,10-K,2020,2021,ADBE_10-K_2020-01-21_0000796343-20-000013.html,ADBE_10-K_2021-01-15_0000796343-21-000004.html,market,operations,0,0,3,-4,0
ADBE,10-K,2021,2022,ADBE_10-K_2021-01-15_0000796343-21-000004.html,ADBE_10-K_2022-01-21_0000796343-22-000032.html,regulation,market,0,-7,-43,-1,-10
ADBE,10-K,2022,2023,ADBE_10-K_2022-01-21_0000796343-22-000032.html,ADBE_10-K_2023-01-17_0000796343-23-000007.html,operations,market,-1,0,-2,1,-2
ADBE,10-K,2023,2024,ADBE_10-K_2023-01-17_0000796343-23-000007.html,ADBE_10-K_2024-01-17_0000796343-24-000006.html,regulation,market,0,-2,-44,-4,-18
ADBE,10-K,2024,2025,ADBE_10-K_2024-01-17_0000796343-24-000006.html,ADBE_10-K_2025-01-13_0000796343-25-000004.html,market,technology,0,0,2,1,-1
ADBE,10-K,2025,2026,ADBE_10-K_2025-01-13_0000796343-25-000004.html,ADBE_10-K_2026-01-15_0000796343-26-000003.html,regulation,financial,0,-7,-6,-2,-5
AEP,10-K,2014,2015,AEP_10-K_2014-02-25_0000004904-14-000019.html,AEP_10-K_2015-02-20_0000004904-15-000008.html,regulation,operations,0,0,-3,-5,0
AEP,10-K,2015,2016,AEP_10-K_2015-02-20_0000004904-15-000008.html,AEP_10-K_2016-02-24_0000004904-16-000056.html,market,operations,8,11,13,-3,6
AEP,10-K,2016,2017,AEP_10-K_2016-02-24_0000004904-16-000056.html,AEP_10-K_2017-02-28_0000004904-17-000019.html,technology,operations,-1,-1,-1,-4,1
AEP,10-K,2017,2018,AEP_10-K_2017-02-28_0000004904-17-000019.html,AEP_10-K_2018-02-23_0000004904-18-000009.html,financial,market,-4,3,-14,-3,-2
AEP,10-K,2018,2019,AEP_10-K_2018-02-23_0000004904-18-000009.html,AEP_10-K_2019-02-21_0000004904-19-000009.html,market,regulation,-2,1,2,-1,0
AEP,10-K,2019,2020,AEP_10-K_2019-02-21_0000004904-19-000009.html,AEP_10-K_2020-02-20_0000004904-20-000007.html,market,financial,1,-2,4,0,0
AEP,10-K,2020,2021,AEP_10-K_2020-02-20_0000004904-20-000007.html,AEP_10-K_2021-02-25_0000004904-21-000010.html,financial,regulation,-1,0,-1,0,0
AEP,10-K,2021,2022,AEP_10-K_2021-02-25_0000004904-21-000010.html,AEP_10-K_2022-02-24_0000004904-22-000024.html,regulation,market,5,0,-4,-1,2
AEP,10-K,2022,2023,AEP_10-K_2022-02-24_0000004904-22-000024.html,AEP_10-K_2023-02-23_0000004904-23-000011.html,technology,financial,-1,-68,-5,-1,0
AEP,10-K,2023,2024,AEP_10-K_2023-02-23_0000004904-23-000011.html,AEP_10-K_2024-02-26_0000004904-24-000020.html,operations,market,-3,-4,-25,0,-5
AEP,10-K,2024,2025,AEP_10-K_2024-02-26_0000004904-24-000020.html,AEP_10-K_2025-02-13_0000004904-25-000027.html,technology,financial,-6,-15,-11,-6,-2
AEP,10-K,2025,2026,AEP_10-K_2025-02-13_0000004904-25-000027.html,AEP_10-K_2026-02-12_0000004904-26-000013.html,operations,regulation,-14,0,-9,1,0
AIG,10-K,2014,2015,AIG_10-K_2014-02-20_0001047469-14-001096.html,AIG_10-K_2015-02-20_0000005272-15-000002.html,technology,regulation,-32,-10,-21,-16,0
AIG,10-K,2015,2016,AIG_10-K_2015-02-20_0000005272-15-000002.html,AIG_10-K_2016-02-19_0000005272-16-000035.html,regulation,market,7,5,0,0,0
AIG,10-K,2016,2017,AIG_10-K_2016-02-19_0000005272-16-000035.html,AIG_10-K_2017-02-23_0000005272-17-000017.html,technology,regulation,-32,-8,-1,-1,0
AIG,10-K,2017,2018,AIG_10-K_2017-02-23_0000005272-17-000017.html,AIG_10-K_2018-02-16_0000005272-18-000022.html,regulation,financial,61,6,9,7,7
AIG,10-K,2018,2019,AIG_10-K_2018-02-16_0000005272-18-000022.html,AIG_10-K_2019-02-15_0000005272-19-000023.html,regulation,financial,13,1,1,5,4
AIG,10-K,2019,2020,AIG_10-K_2019-02-15_0000005272-19-000023.html,AIG_10-K_2020-02-21_0001104659-20-023889.html,regulation,technology,31,3,3,2,0
AIG,10-K,2020,2021,AIG_10-K_2020-02-21_0001104659-20-023889.html,AIG_10-K_2021-02-19_0001104659-21-025742.html,financial,regulation,-72,-3,-6,-13,-11
AIG,10-K,2021,2022,AIG_10-K_2021-02-19_0001104659-21-025742.html,AIG_10-K_2022-02-17_0001104659-22-024701.html,operations,regulation,-27,-7,-7,1,0
AIG,10-K,2022,2023,AIG_10-K_2022-02-17_0001104659-22-024701.html,AIG_10-K_2023-02-17_0000005272-23-000007.html,financial,regulation,-3,0,0,-1,0
AIG,10-K,2023,2024,AIG_10-K_2023-02-17_0000005272-23-000007.html,AIG_10-K_2024-02-14_0000005272-24-000023.html,regulation,regulation,0,0,0,0,0
AIG,10-K,2024,2025,AIG_10-K_2024-02-14_0000005272-24-000023.html,AIG_10-K_2025-02-13_0000005272-25-000012.html,regulation,regulation,0,0,0,0,0
AIG,10-K,2025,2026,AIG_10-K_2025-02-13_0000005272-25-000012.html,AIG_10-K_2026-02-12_0000005272-26-000023.html,regulation,regulation,0,0,0,0,0
AMD,10-K,2014,2015,AMD_10-K_2014-02-18_0001193125-14-057240.html,AMD_10-K_2015-02-19_0001193125-15-054362.html,market,technology,1,-2,7,1,-4
AMD,10-K,2015,2016,AMD_10-K_2015-02-19_0001193125-15-054362.html,AMD_10-K_2016-02-18_0000002488-16-000111.html,operations,regulation,-2,1,1,2,-2
AMD,10-K,2016,2017,AMD_10-K_2016-02-18_0000002488-16-000111.html,AMD_10-K_2017-02-21_0000002488-17-000043.html,technology,financial,-1,-3,-2,0,1
AMD,10-K,2017,2018,AMD_10-K_2017-02-21_0000002488-17-000043.html,AMD_10-K_2018-02-27_0000002488-18-000042.html,regulation,technology,3,2,3,1,0
AMD,10-K,2018,2019,AMD_10-K_2018-02-27_0000002488-18-000042.html,AMD_10-K_2019-02-08_0000002488-19-000011.html,financial,regulation,-2,3,-1,-2,3
AMD,10-K,2019,2020,AMD_10-K_2019-02-08_0000002488-19-000011.html,AMD_10-K_2020-02-04_0000002488-20-000008.html,financial,regulation,0,1,1,0,0
AMD,10-K,2020,2021,AMD_10-K_2020-02-04_0000002488-20-000008.html,AMD_10-K_2021-01-29_0001628280-21-001185.html,regulation,market,1,0,-3,0,-1
AMD,10-K,2021,2022,AMD_10-K_2021-01-29_0001628280-21-001185.html,AMD_10-K_2022-02-03_0000002488-22-000016.html,technology,market,-1,-8,-17,-3,2
AMD,10-K,2022,2023,AMD_10-K_2022-02-03_0000002488-22-000016.html,AMD_10-K_2023-02-27_0000002488-23-000047.html,financial,regulation,-7,5,-1,0,1
AMD,10-K,2023,2024,AMD_10-K_2023-02-27_0000002488-23-000047.html,AMD_10-K_2024-01-31_0000002488-24-000012.html,technology,financial,4,-7,4,2,8
AMD,10-K,2024,2025,AMD_10-K_2024-01-31_0000002488-24-000012.html,AMD_10-K_2025-02-05_0000002488-25-000012.html,regulation,market,0,-2,-11,0,-9
AMD,10-K,2025,2026,AMD_10-K_2025-02-05_0000002488-25-000012.html,AMD_10-K_2026-02-04_0000002488-26-000018.html,operations,technology,-1,-1,-1,1,-6
AMGN,10-K,2014,2015,AMGN_10-K_2014-02-24_0000318154-14-000004.html,AMGN_10-K_2015-02-19_0000318154-15-000005.html,market,regulation,-1,-1,0,0,-1
AMGN,10-K,2015,2016,AMGN_10-K_2015-02-19_0000318154-15-000005.html,AMGN_10-K_2016-02-16_0000318154-16-000031.html,financial,market,0,1,-3,0,0
AMGN,10-K,2016,2017,AMGN_10-K_2016-02-16_0000318154-16-000031.html,AMGN_10-K_2017-02-14_0000318154-17-000004.html,market,financial,0,-1,3,0,0
AMGN,10-K,2017,2018,AMGN_10-K_2017-02-14_0000318154-17-000004.html,AMGN_10-K_2018-02-13_0000318154-18-000004.html,regulation,financial,2,0,1,0,0
AMGN,10-K,2018,2019,AMGN_10-K_2018-02-13_0000318154-18-000004.html,AMGN_10-K_2019-02-13_0000318154-19-000008.html,market,regulation,-1,1,8,0,0
AMGN,10-K,2019,2020,AMGN_10-K_2019-02-13_0000318154-19-000008.html,AMGN_10-K_2020-02-12_0000318154-20-000017.html,market,regulation,0,0,9,0,0
AMGN,10-K,2020,2021,AMGN_10-K_2020-02-12_0000318154-20-000017.html,AMGN_10-K_2021-02-09_0000318154-21-000010.html,regulation,market,1,1,-19,0,0
AMGN,10-K,2021,2022,AMGN_10-K_2021-02-09_0000318154-21-000010.html,AMGN_10-K_2022-02-16_0000318154-22-000010.html,regulation,market,0,0,-1,0,0
AMGN,10-K,2022,2023,AMGN_10-K_2022-02-16_0000318154-22-000010.html,AMGN_10-K_2023-02-09_0000318154-23-000017.html,market,regulation,-1,-1,22,0,0
AMGN,10-K,2023,2024,AMGN_10-K_2023-02-09_0000318154-23-000017.html,AMGN_10-K_2024-02-14_0000318154-24-000011.html,financial,market,1,2,-13,1,2
AMGN,10-K,2024,2025,AMGN_10-K_2024-02-14_0000318154-24-000011.html,AMGN_10-K_2025-02-14_0000318154-25-000010.html,market,financial,0,-2,9,-1,-2
AMGN,10-K,2025,2026,AMGN_10-K_2025-02-14_0000318154-25-000010.html,AMGN_10-K_2026-02-13_0000318154-26-000010.html,regulation,financial,2,0,0,0,0
AMT,10-K,2014,2015,AMT_10-K_2014-02-26_0001193125-14-068001.html,AMT_10-K_2015-02-24_0001193125-15-059026.html,regulation,market,0,0,-2,0,0
AMT,10-K,2015,2016,AMT_10-K_2015-02-24_0001193125-15-059026.html,AMT_10-K_2016-02-26_0001053507-16-000018.html,financial,operations,0,3,0,-1,0
AMT,10-K,2016,2017,AMT_10-K_2016-02-26_0001053507-16-000018.html,AMT_10-K_2017-02-27_0001053507-17-000009.html,financial,regulation,0,3,3,1,0
AMT,10-K,2017,2018,AMT_10-K_2017-02-27_0001053507-17-000009.html,AMT_10-K_2018-02-28_0001053507-18-000006.html,operations,financial,1,-3,-1,2,0
AMT,10-K,2018,2019,AMT_10-K_2018-02-28_0001053507-18-000006.html,AMT_10-K_2019-02-27_0001053507-19-000012.html,operations,regulation,-1,-1,-1,2,0
AMT,10-K,2019,2020,AMT_10-K_2019-02-27_0001053507-19-000012.html,AMT_10-K_2020-02-25_0001053507-20-000028.html,regulation,financial,0,-12,-3,-4,0
AMT,10-K,2020,2021,AMT_10-K_2020-02-25_0001053507-20-000028.html,AMT_10-K_2021-02-25_0001053507-21-000026.html,regulation,financial,1,-1,0,0,0
AMT,10-K,2021,2022,AMT_10-K_2021-02-25_0001053507-21-000026.html,AMT_10-K_2022-02-25_0001053507-22-000017.html,financial,regulation,-1,3,2,3,0
AMT,10-K,2022,2023,AMT_10-K_2022-02-25_0001053507-22-000017.html,AMT_10-K_2023-02-23_0001053507-23-000023.html,financial,operations,0,12,4,-6,0
AMT,10-K,2023,2024,AMT_10-K_2023-02-23_0001053507-23-000023.html,AMT_10-K_2024-02-27_0001053507-24-000011.html,regulation,market,1,0,-1,0,0
AMT,10-K,2024,2025,AMT_10-K_2024-02-27_0001053507-24-000011.html,AMT_10-K_2025-02-25_0001053507-25-000025.html,operations,regulation,0,1,2,10,0
AMT,10-K,2025,2026,AMT_10-K_2025-02-25_0001053507-25-000025.html,AMT_10-K_2026-02-24_0001053507-26-000035.html,technology,operations,-1,-3,-2,-9,0
AMZN,10-K,2014,2015,AMZN_10-K_2014-01-31_0001018724-14-000006.html,AMZN_10-K_2015-01-30_0001018724-15-000006.html,operations,regulation,0,0,0,1,0
AMZN,10-K,2015,2016,AMZN_10-K_2015-01-30_0001018724-15-000006.html,AMZN_10-K_2016-01-29_0001018724-16-000172.html,market,financial,0,-2,1,0,0
AMZN,10-K,2016,2017,AMZN_10-K_2016-01-29_0001018724-16-000172.html,AMZN_10-K_2017-02-10_0001018724-17-000011.html,operations,regulation,0,0,0,1,0
AMZN,10-K,2017,2018,AMZN_10-K_2017-02-10_0001018724-17-000011.html,AMZN_10-K_2018-02-02_0001018724-18-000005.html,market,operations,0,1,3,-1,0
AMZN,10-K,2018,2019,AMZN_10-K_2018-02-02_0001018724-18-000005.html,AMZN_10-K_2019-02-01_0001018724-19-000004.html,regulation,operations,0,0,0,-1,-1
AMZN,10-K,2019,2020,AMZN_10-K_2019-02-01_0001018724-19-000004.html,AMZN_10-K_2020-01-31_0001018724-20-000004.html,operations,regulation,0,0,0,1,0
AMZN,10-K,2020,2021,AMZN_10-K_2020-01-31_0001018724-20-000004.html,AMZN_10-K_2021-02-03_0001018724-21-000004.html,technology,financial,0,-2,-2,0,2
AMZN,10-K,2021,2022,AMZN_10-K_2021-02-03_0001018724-21-000004.html,AMZN_10-K_2022-02-04_0001018724-22-000005.html,market,regulation,0,0,2,0,0
AMZN,10-K,2022,2023,AMZN_10-K_2022-02-04_0001018724-22-000005.html,AMZN_10-K_2023-02-03_0001018724-23-000004.html,regulation,operations,0,0,0,-1,0
AMZN,10-K,2023,2024,AMZN_10-K_2023-02-03_0001018724-23-000004.html,AMZN_10-K_2024-02-02_0001018724-24-000008.html,regulation,regulation,0,0,0,0,0
AMZN,10-K,2024,2025,AMZN_10-K_2024-02-02_0001018724-24-000008.html,AMZN_10-K_2025-02-07_0001018724-25-000004.html,regulation,regulation,0,0,0,0,0
AMZN,10-K,2025,2026,AMZN_10-K_2025-02-07_0001018724-25-000004.html,AMZN_10-K_2026-02-06_0001018724-26-000004.html,regulation,financial,2,0,0,0,0
AVGO,10-K,2018,2019,AVGO_10-K_2018-12-21_0001730168-18-000084.html,AVGO_10-K_2019-12-20_0001730168-19-000144.html,regulation,regulation,0,0,0,0,0
AVGO,10-K,2019,2020,AVGO_10-K_2019-12-20_0001730168-19-000144.html,AVGO_10-K_2020-12-18_0001730168-20-000226.html,regulation,regulation,0,0,0,0,0
AVGO,10-K,2020,2021,AVGO_10-K_2020-12-18_0001730168-20-000226.html,AVGO_10-K_2021-12-17_0001730168-21-000153.html,regulation,regulation,0,0,0,0,0
AVGO,10-K,2021,2022,AVGO_10-K_2021-12-17_0001730168-21-000153.html,AVGO_10-K_2022-12-16_0001730168-22-000118.html,regulation,regulation,0,0,0,0,0
AVGO,10-K,2022,2023,AVGO_10-K_2022-12-16_0001730168-22-000118.html,AVGO_10-K_2023-12-14_0001730168-23-000096.html,regulation,regulation,0,0,0,0,0
AVGO,10-K,2023,2024,AVGO_10-K_2023-12-14_0001730168-23-000096.html,AVGO_10-K_2024-12-20_0001730168-24-000139.html,regulation,financial,0,-2,0,-1,0
AVGO,10-K,2024,2025,AVGO_10-K_2024-12-20_0001730168-24-000139.html,AVGO_10-K_2025-12-18_0001730168-25-000121.html,regulation,regulation,0,0,0,0,0
AXP,10-K,2014,2015,AXP_10-K_2014-02-25_0001193125-14-066777.html,AXP_10-K_2015-02-24_0001193125-15-059931.html,regulation,operations,3,2,1,0,0
AXP,10-K,2015,2016,AXP_10-K_2015-02-24_0001193125-15-059931.html,AXP_10-K_2016-02-19_0001193125-16-469798.html,operations,financial,-5,-33,-7,2,0
AXP,10-K,2016,2017,AXP_10-K_2016-02-19_0001193125-16-469798.html,AXP_10-K_2017-02-17_0001193125-17-047588.html,financial,regulation,-4,4,1,-1,2
AXP,10-K,2017,2018,AXP_10-K_2017-02-17_0001193125-17-047588.html,AXP_10-K_2018-02-16_0000004962-18-000032.html,regulation,financial,1,-1,0,0,1
AXP,10-K,2018,2019,AXP_10-K_2018-02-16_0000004962-18-000032.html,AXP_10-K_2019-02-13_0000004962-19-000018.html,regulation,regulation,-1,-1,-1,-1,-1
AXP,10-K,2019,2020,AXP_10-K_2019-02-13_0000004962-19-000018.html,AXP_10-K_2020-02-13_0000004962-20-000030.html,financial,operations,0,2,0,-1,0
AXP,10-K,2020,2021,AXP_10-K_2020-02-13_0000004962-20-000030.html,AXP_10-K_2021-02-12_0000004962-21-000013.html,regulation,technology,5,0,2,1,-1
AXP,10-K,2021,2022,AXP_10-K_2021-02-12_0000004962-21-000013.html,AXP_10-K_2022-02-11_0000004962-22-000008.html,market,regulation,-1,0,2,1,1
AXP,10-K,2022,2023,AXP_10-K_2022-02-11_0000004962-22-000008.html,AXP_10-K_2023-02-10_0000004962-23-000006.html,market,technology,0,0,1,0,-1
AXP,10-K,2023,2024,AXP_10-K_2023-02-10_0000004962-23-000006.html,AXP_10-K_2024-02-09_0000004962-24-000013.html,technology,regulation,0,1,1,0,2
AXP,10-K,2024,2025,AXP_10-K_2024-02-09_0000004962-24-000013.html,AXP_10-K_2025-02-07_0000004962-25-000016.html,technology,regulation,-1,0,-1,0,2
AXP,10-K,2025,2026,AXP_10-K_2025-02-07_0000004962-25-000016.html,AXP_10-K_2026-02-06_0000004962-26-000080.html,technology,operations,2,1,2,0,3
BA,10-K,2014,2015,BA_10-K_2014-02-14_0000012927-14-000004.html,BA_10-K_2015-02-12_0000012927-15-000011.html,regulation,regulation,0,0,0,0,0
BA,10-K,2015,2016,BA_10-K_2015-02-12_0000012927-15-000011.html,BA_10-K_2016-02-10_0000012927-16-000099.html,regulation,regulation,0,0,0,0,0
BA,10-K,2016,2017,BA_10-K_2016-02-10_0000012927-16-000099.html,BA_10-K_2017-02-08_0000012927-17-000006.html,regulation,regulation,0,0,0,0,0
BA,10-K,2017,2018,BA_10-K_2017-02-08_0000012927-17-000006.html,BA_10-K_2018-02-12_0000012927-18-000007.html,regulation,regulation,0,0,0,0,0
BA,10-K,2018,2019,BA_10-K_2018-02-12_0000012927-18-000007.html,BA_10-K_2019-02-08_0000012927-19-000010.html,regulation,regulation,0,0,0,0,0
BA,10-K,2019,2020,BA_10-K_2019-02-08_0000012927-19-000010.html,BA_10-K_2020-01-31_0000012927-20-000014.html,regulation,regulation,0,0,0,0,0
BA,10-K,2020,2021,BA_10-K_2020-01-31_0000012927-20-000014.html,BA_10-K_2021-02-01_0000012927-21-000011.html,regulation,regulation,0,0,0,0,0
BA,10-K,2021,2022,BA_10-K_2021-02-01_0000012927-21-000011.html,BA_10-K_2022-01-31_0000012927-22-000010.html,regulation,regulation,0,0,0,0,0
BA,10-K,2022,2023,BA_10-K_2022-01-31_0000012927-22-000010.html,BA_10-K_2023-01-27_0000012927-23-000007.html,regulation,regulation,0,0,0,0,0
BA,10-K,2023,2024,BA_10-K_2023-01-27_0000012927-23-000007.html,BA_10-K_2024-01-31_0000012927-24-000010.html,regulation,regulation,0,0,0,0,0
